n,lambda,method,time_seconds,objective_regularized,transport_cost,marginal_violation,status
200,0.1,osqp_admm,39.06687691702973,5.902907933689828,5.902675613063186,2.0963063968731932e-08,optimal
200,0.1,clarabel_ipm,0.24291304196231067,5.902907945221946,5.902675739042948,6.7321841339465505e-09,optimal
