n,mean_cost,std_cost,mean_error,std_error,mean_time
50,5.547524224093804,0.8566036290192348,-0.038411994203025566,0.8566036290192349,0.009834229003172369
100,5.544248685862713,0.5010445268328799,-0.041687532434116915,0.5010445268328799,0.043344520789105445
200,5.477681312848402,0.6773658370293891,-0.10825490544842724,0.6773658370293891,0.2164221000042744
500,5.359044017116239,0.3189737565574814,-0.22689220118059064,0.31897375655748117,1.9675500792101956
